x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.7510150074958801,0.6359821557998657,-1.213002036593025e-07,0.7065699696540833,0.6043233275413513,-0.0089780604466795,0.6749743819236755,0.5694710612297058,-0.012710846029222,0.6613799333572388,0.5145645141601562,-0.0170879233628511,0.6716232299804688,0.4779322743415832,-0.0176605451852083,0.6816064119338989,0.4877783060073852,0.0134772378951311,0.6715244054794312,0.4482415318489074,-0.0047834669239819,0.6671634912490845,0.4404186904430389,-0.0165145173668861,0.6674197912216187,0.4493642449378967,-0.0212605763226747,0.7044680714607239,0.4753991961479187,0.0130641814321279,0.6996824741363525,0.4331988394260406,-0.0058177188038825,0.7009802460670471,0.495193749666214,-0.0089984992519021,0.7054290771484375,0.5255584120750427,-0.0044859182089567,0.7266448736190796,0.4743250012397766,0.0085236141458153,0.7220891714096069,0.4437876045703888,-0.0104191303253173,0.7200655937194824,0.5033140182495117,-0.0003590734559111,0.724449098110199,0.5287954807281494,0.0133471554145216,0.7527073621749878,0.4849390089511871,0.0029268627986311,0.7473639249801636,0.4492818713188171,-0.00668216496706,0.7420690059661865,0.4902654886245727,0.0031453361734747,0.7434681057929993,0.5125301480293274,0.014679355546832,s
0.7328090667724609,0.6300948858261108,1.9411369578392626e-07,0.6925504207611084,0.6029810905456543,-0.0164570789784193,0.6696365475654602,0.550122082233429,-0.0211162939667701,0.6646568775177002,0.5010966062545776,-0.0247130822390317,0.6757634282112122,0.4612796902656555,-0.027191000059247,0.6891696453094482,0.4905248880386352,0.0105111291632056,0.6889550685882568,0.4406324028968811,0.00834871083498,0.6886725425720215,0.4094887673854828,0.0002284801739733,0.6877115368843079,0.3851621150970459,-0.0073587503284215,0.7094197869300842,0.4851849675178528,0.0141072859987616,0.7075022459030151,0.4328632652759552,0.0119793806225061,0.7064390778541565,0.4022043347358703,0.000463900854811,0.7048937678337097,0.3832955062389374,-0.0092323943972587,0.7252249121665955,0.4876497685909271,0.0143472123891115,0.726684033870697,0.4369493722915649,0.010985585860908,0.7239559292793274,0.4095380902290344,0.0021594527643173,0.7215217351913452,0.3979635536670685,-0.0047667734324932,0.7447172999382019,0.4973218739032745,0.0126029411330819,0.7448969483375549,0.4522356688976288,0.0095866583287715,0.7428393959999084,0.4281004071235657,0.0051323110237717,0.7410654425621033,0.4133570492267608,0.0011348886182531,s
0.6975207924842834,0.5873903632164001,-2.6462075197741797e-08,0.6606331467628479,0.5628793239593506,-0.0044494657777249,0.6348763704299927,0.5216197371482849,-0.0032918208744376,0.6262108683586121,0.4816935658454895,-0.0036901393905282,0.6348055601119995,0.4551061987876892,-0.0029439064674079,0.6537286043167114,0.4912787675857544,0.0163233578205108,0.6397870779037476,0.4522665739059448,0.0123337339609861,0.6291217803955078,0.4327388703823089,0.0070862649008631,0.6236600875854492,0.4231314063072204,0.0038979295641183,0.6704243421554565,0.4811499118804931,0.0156892146915197,0.6641979813575745,0.4384437501430511,0.0103448946028947,0.6560778021812439,0.4421026408672333,0.0051280832849442,0.6526230573654175,0.4529625177383423,0.0040405695326626,0.686119556427002,0.4762345552444458,0.0126533722504973,0.6802982687950134,0.4399616718292236,0.0056195147335529,0.6716160774230957,0.461698442697525,0.0045984047465026,0.6711079478263855,0.4863186180591583,0.0073326425626873,0.7040221691131592,0.4745261371135711,0.008929006755352,0.6970950365066528,0.4389220476150512,0.003669865662232,0.6893550157546997,0.4532352387905121,0.0048713814467191,0.6891885995864868,0.4764943718910217,0.008294147439301,s
0.7018910050392151,0.6054926514625549,-1.1051299253495017e-07,0.6663193702697754,0.5771570205688477,-0.0112760486081242,0.6377367973327637,0.5404608249664307,-0.0186970680952072,0.6193872690200806,0.5012447834014893,-0.0264570862054824,0.6080416440963745,0.4715025424957275,-0.0312008019536733,0.6464354395866394,0.4589633047580719,0.0033046789467334,0.6303361058235168,0.4266177415847778,-0.0171144641935825,0.6220687627792358,0.4353916049003601,-0.0293726865202188,0.6174662709236145,0.4437117576599121,-0.0343621969223022,0.666615903377533,0.4496926069259643,0.0021197476889938,0.6593193411827087,0.4044694006443023,-0.0207740515470504,0.6581358313560486,0.4686614274978637,-0.0257902704179286,0.6618670225143433,0.4916598200798034,-0.0221072193235158,0.6871662139892578,0.4505914151668548,-0.0026421796064823,0.6800159215927124,0.4204509854316711,-0.0246512424200773,0.6767100095748901,0.4811404347419739,-0.016780037432909,0.681134045124054,0.5029640197753906,-0.0041933166794478,0.7099100351333618,0.4611986875534057,-0.0083287814632058,0.7014144659042358,0.4303081631660461,-0.019322095438838,0.6960951685905457,0.4707704484462738,-0.010166841559112,0.6989180445671082,0.4908170104026794,0.0009753679623827,s
0.8053663969039917,0.7222719192504883,-3.7310275047275354e-07,0.7683694958686829,0.7014816999435425,-0.002773197600618,0.7368620038032532,0.6476751565933228,-0.0066862823441624,0.7076436877250671,0.6076897978782654,-0.0136680528521537,0.6844858527183533,0.5833467841148376,-0.0200205910950899,0.7808906435966492,0.5904441475868225,0.0070680831559002,0.7446330785751343,0.5453693270683289,-0.0025083562359213,0.7296324968338013,0.5587941408157349,-0.009242258965969,0.7257991433143616,0.5736603140830994,-0.011762635782361,0.7918927669525146,0.5741004943847656,0.0028658472001552,0.7549961805343628,0.5147746205329895,-0.0074663399718701,0.738207995891571,0.5367293357849121,-0.0133952014148235,0.7351889610290527,0.5596937537193298,-0.014482601545751,0.8026000261306763,0.5598911643028259,-0.0031578808557242,0.7715057730674744,0.4943943619728088,-0.0107982736080884,0.7518277764320374,0.5146113038063049,-0.0141676450148224,0.7480420470237732,0.5382888317108154,-0.0138669544830918,0.8127830624580383,0.5500738024711609,-0.0098710423335433,0.7941343188285828,0.4840298593044281,-0.0147146051749587,0.7736298441886902,0.4772687554359436,-0.0150612471625208,0.7616263628005981,0.4883059859275818,-0.0131859127432107,s
0.8075735569000244,0.7563574314117432,-4.34122313208718e-07,0.7716727256774902,0.7295297384262085,-0.0063191791996359,0.7317339181900024,0.6540287733078003,-0.0108614237979054,0.7087043523788452,0.5898874402046204,-0.0181992594152688,0.7001296281814575,0.5541512370109558,-0.0222153067588806,0.7586091160774231,0.5600159764289856,0.0058912658132612,0.7184913158416748,0.5081033706665039,-0.0127000445500016,0.7112703323364258,0.5434548854827881,-0.020229298621416,0.7175607681274414,0.5530987977981567,-0.0225346330553293,0.775813639163971,0.5447530150413513,0.0008694202988408,0.7354980707168579,0.4760102033615112,-0.0216157119721174,0.73125159740448,0.5475940704345703,-0.0228561870753765,0.7427127361297607,0.57085120677948,-0.0162976309657096,0.7954446077346802,0.5330218076705933,-0.0075257960706949,0.756030797958374,0.4674089550971985,-0.0266636759042739,0.7518249154090881,0.54383784532547,-0.0198878403753042,0.7652593851089478,0.5739460587501526,-0.0091234622523188,0.8175602555274963,0.5288112759590149,-0.0171568430960178,0.783933699131012,0.4776764512062073,-0.0292690582573413,0.7781421542167664,0.5252915024757385,-0.0249937530606985,0.7887256741523743,0.5546985864639282,-0.0170367807149887,s
0.8115348219871521,0.7483989000320435,-4.1061633737626835e-07,0.7627644538879395,0.7152872085571289,-0.0073064817115664,0.7226840853691101,0.6362977027893066,-0.0090591758489608,0.7073467969894409,0.5658301711082458,-0.0132492147386074,0.7120053172111511,0.5184435248374939,-0.0133091593161225,0.741489052772522,0.5379732251167297,0.0152379414066672,0.7181664705276489,0.4923027157783508,-0.0043289102613925,0.7108055353164673,0.5278880000114441,-0.0118309324607253,0.7140393257141113,0.5408334732055664,-0.0136590506881475,0.7651219964027405,0.5237177014350891,0.0103310141712427,0.747148871421814,0.4486632943153381,-0.0145837720483541,0.7392823100090027,0.5316845178604126,-0.0131785459816455,0.7471825480461121,0.5602084994316101,-0.0020646031480282,0.790740966796875,0.5175553560256958,0.0004924749955534,0.7672879695892334,0.4626828134059906,-0.0231850799173116,0.7607078552246094,0.5458637475967407,-0.0117408903315663,0.7727980613708496,0.5723499059677124,0.0046658813953399,0.820381224155426,0.5218371152877808,-0.0105935363098979,0.7938454747200012,0.479551762342453,-0.0241063386201858,0.7879583835601807,0.5336000919342041,-0.0164213851094245,0.8002785444259644,0.5560307502746582,-0.0053224796429276,s
0.796683132648468,0.7546545267105103,1.2473321930883685e-07,0.734562337398529,0.6992491483688354,-0.0219713132828474,0.6913011074066162,0.6031784415245056,-0.0226995851844549,0.6949324011802673,0.5174939036369324,-0.0248001851141452,0.7286264300346375,0.4762635231018066,-0.0220979135483503,0.7014852166175842,0.5509558320045471,0.0373383201658725,0.6859344840049744,0.4988005459308624,0.0168196950107812,0.6817518472671509,0.4847039580345154,-0.0029317447915673,0.681233286857605,0.4612913727760315,-0.014141758903861,0.7321569919586182,0.5328403115272522,0.039561603218317,0.724844217300415,0.4675582647323608,0.0139482170343399,0.7244367003440857,0.4950018227100372,-0.0050125601701438,0.7254927754402161,0.4969745278358459,-0.0095571186393499,0.7652881741523743,0.5241714119911194,0.0339193791151046,0.7637753486633301,0.4610716998577118,0.0075841122306883,0.7611582279205322,0.5151933431625366,0.0030535254627466,0.7618046402931213,0.541184663772583,0.0102939335629343,0.8015269041061401,0.5204094648361206,0.0252522807568311,0.7976853251457214,0.4674680233001709,0.0132558699697256,0.7920159101486206,0.5076330900192261,0.0168363973498344,0.7928718328475952,0.5322708487510681,0.025405989959836,s
0.803637683391571,0.7208945751190186,-2.731789550125541e-07,0.7450069785118103,0.6858447790145874,-0.0196247063577175,0.7025702595710754,0.6020342111587524,-0.0262275487184524,0.6962916851043701,0.5125435590744019,-0.0330434404313564,0.7198525071144104,0.4583408236503601,-0.0341097973287105,0.7114399671554565,0.513205885887146,0.00663623213768,0.6893293857574463,0.4642714858055115,-0.0224502813071012,0.6909908056259155,0.500251293182373,-0.0352274291217327,0.69571453332901,0.5238198637962341,-0.0384132824838161,0.740828275680542,0.497810810804367,0.006696006283164,0.731575608253479,0.4402453601360321,-0.0246362909674644,0.7314301133155823,0.5213370323181152,-0.0277477279305458,0.7338395714759827,0.5445351600646973,-0.0193446036428213,0.7725996375083923,0.493527352809906,0.000174043525476,0.7650790214538574,0.4475693106651306,-0.0313554927706718,0.7627943754196167,0.5364089012145996,-0.0186771657317876,0.7671796679496765,0.5606802701950073,0.0006836989196017,0.8089538812637329,0.4997271597385406,-0.0085484245792031,0.7991337776184082,0.4634995758533478,-0.0266215279698371,0.7948769927024841,0.5242053866386414,-0.017020171508193,0.7986387014389038,0.5419749021530151,-0.0030235256999731,s
0.824966311454773,0.7541359663009644,-4.5488272348848113e-07,0.7854797840118408,0.71549391746521,-0.0053640576079487,0.7428818345069885,0.6358524560928345,-0.0085453009232878,0.7158265113830566,0.5706990957260132,-0.0143519602715969,0.7043715119361877,0.5247780084609985,-0.0160957388579845,0.7722218632698059,0.530570387840271,0.0083064436912536,0.7258978486061096,0.474227100610733,-0.0142286987975239,0.719896674156189,0.5272361636161804,-0.0238671265542507,0.7296796441078186,0.547392725944519,-0.0265652015805244,0.7887822985649109,0.5167648196220398,0.003147181821987,0.7444589138031006,0.4496380686759949,-0.0227797478437423,0.7398783564567566,0.5315840840339661,-0.0249428208917379,0.7534666061401367,0.5535675883293152,-0.0177702214568853,0.8074336051940918,0.506477415561676,-0.0057853087782859,0.7613964676856995,0.4504734873771667,-0.0265401192009449,0.7578791379928589,0.5384724140167236,-0.0194761212915182,0.7760732769966125,0.5619841814041138,-0.0079573253169655,0.828387439250946,0.5045485496520996,-0.0158225465565919,0.7837791442871094,0.4656710624694824,-0.0291558075696229,0.7795593738555908,0.5242847204208374,-0.0252806115895509,0.7970909476280212,0.5481957793235779,-0.0169655233621597,s
